# scenario: ~200 @48° (minimal)
# service_area: India
# min_elev_deg: 25.0
# h3_res: 3
# duration_min: 60.0
# step_s: 5.0
# k_coverage: 2
# sharding: True
# handover_gate: True
# min_overlap_s: 20.0
# require_different_plane: False
# terrain: off
# epoch_utc: 2026-01-01T00:00:00+00:00
# propagator: KeplerJ2
# seed: 0
# constellation_source: builder (re-read at Run)
# n_sats: 200
# total_sats: 200
# shape: ~200 @48° (minimal): 200 sats / 20 planes @48.0°/650km
# min_elev_deg: 25.0
cell_id,lat,lon,availability,mbb_feasible,mbb_overlap_worst_s,mbb_n_handovers
145,26.7394045149934,70.45638233990576,0.5972222222222222,0,-1.0,-1
146,27.70333909658807,72.69619594005371,0.5986111111111111,0,-1.0,-1
147,28.17533273065049,73.83970222534197,0.6430555555555556,0,-1.0,-1
148,26.64732166406606,72.61499061444094,0.5875,0,-1.0,-1
149,27.114609887836213,73.7399961755679,0.5805555555555556,0,-1.0,-1
150,28.772331718156504,72.78002002123503,0.6694444444444444,0,-1.0,-1
151,27.224446859821647,71.56824233395854,0.6125,0,-1.0,-1
152,22.6458659998353,70.2823854260426,0.4444444444444444,0,-1.0,-1
153,23.105666388456875,71.326961644104,0.4652777777777778,0,-1.0,-1
154,21.65906883529715,70.24204998784899,0.4388888888888889,0,-1.0,-1
155,22.112095217822457,71.27105425387805,0.4375,0,-1.0,-1
156,23.177486678923486,69.27849564178564,0.475,0,-1.0,-1
157,23.64760676134774,70.32392954507638,0.4875,0,-1.0,-1
158,23.0075650689448,73.37062632229642,0.4791666666666667,0,-1.0,-1
159,23.448790888733875,74.44031089971786,0.4930555555555556,0,-1.0,-1
160,22.01667335835346,73.2850065512582,0.4388888888888889,0,-1.0,-1
161,22.452499127225796,74.33852508004092,0.4708333333333333,0,-1.0,-1
162,23.56163574937899,72.38591775757496,0.49583333333333335,0,-1.0,-1
163,24.013139327417655,73.45881462301607,0.525,0,-1.0,-1
164,22.561796239200085,72.31405226243453,0.4375,0,-1.0,-1
165,21.020781079250796,73.17164858974104,0.4583333333333333,0,-1.0,-1
166,19.96812515697821,72.96989271065738,0.5333333333333333,0,-1.0,-1
167,21.133570357729194,71.21675947025737,0.4597222222222222,0,-1.0,-1
168,21.576835575873602,72.2442704253435,0.4361111111111111,0,-1.0,-1
169,23.706281618855634,68.25966114676032,0.47638888888888886,0,-1.0,-1
170,24.1869235690162,69.30519621882087,0.4986111111111111,0,-1.0,-1
171,25.13684529337983,71.44390995039171,0.5361111111111111,0,-1.0,-1
172,25.604754966895634,72.53628352418596,0.5611111111111111,0,-1.0,-1
173,24.114019475654402,71.38455445648214,0.5236111111111111,0,-1.0,-1
174,24.57606638644599,72.45996141441357,0.5194444444444445,0,-1.0,-1
175,25.69473054693851,70.41086766134993,0.5527777777777778,0,-1.0,-1
176,26.173788562193554,71.50511017273291,0.5861111111111111,0,-1.0,-1
177,11.124720748979934,75.91747813474294,0.3388888888888889,0,-1.0,-1
178,13.30646738869842,76.34824200176028,0.31666666666666665,0,-1.0,-1
179,12.939431952428745,75.33292437043828,0.32083333333333336,0,-1.0,-1
180,14.398716915793166,76.56679890863721,0.35833333333333334,0,-1.0,-1
181,14.026022864196703,75.54487587279229,0.3333333333333333,0,-1.0,-1
182,12.576453009111928,77.15559500254798,0.3111111111111111,0,-1.0,-1
183,12.214856225788342,76.13180999427328,0.32083333333333336,0,-1.0,-1
184,13.673703488756543,77.37861380498771,0.3277777777777778,0,-1.0,-1
185,9.294508731655618,76.499338117771,0.3736111111111111,0,-1.0,-1
186,8.543583308628083,77.2972892921473,0.3972222222222222,0,-1.0,-1
187,10.736173158182483,77.74138450002256,0.3138888888888889,0,-1.0,-1
188,10.386012544035351,76.71598150592601,0.3402777777777778,0,-1.0,-1
189,11.83644908098187,77.96664174728464,0.2986111111111111,0,-1.0,-1
190,11.480273387790314,76.93472572194625,0.3277777777777778,0,-1.0,-1
191,9.983085339822082,78.55149066142093,0.3138888888888889,0,-1.0,-1
192,9.638269514924009,77.51827498182108,0.34305555555555556,0,-1.0,-1
193,11.086966266909622,78.78108050308579,0.2875,0,-1.0,-1
194,18.366316332830635,76.41391624139264,0.6763888888888889,0,-1.0,-1
195,17.973748647635876,75.38059877598614,0.6430555555555556,0,-1.0,-1
196,19.445766197173445,76.63661309173598,0.6097222222222223,0,-1.0,-1
197,19.049288032924647,75.5964627742792,0.6097222222222223,0,-1.0,-1
198,17.670887901540233,77.2354701420665,0.6569444444444444,0,-1.0,-1
199,17.28380205522949,76.1934199875236,0.6069444444444444,0,-1.0,-1
200,18.757298042754886,77.46277894723268,0.6652777777777777,0,-1.0,-1
201,18.252309811641968,73.56415343335723,0.6472222222222223,0,-1.0,-1
202,19.316160499188076,73.76855768199195,0.5680555555555555,0,-1.0,-1
203,17.580124519640098,74.36314056954288,0.5986111111111111,0,-1.0,-1
204,17.185956021933208,73.36180609541456,0.5541666666666667,0,-1.0,-1
205,18.651291903638874,74.57221706862413,0.625,0,-1.0,-1
206,20.918724069397694,77.92417938981171,0.5013888888888889,0,-1.0,-1
207,20.521353387075067,76.86153681701752,0.5319444444444444,0,-1.0,-1
208,21.99214986259623,78.15832356892751,0.45694444444444443,0,-1.0,-1
209,21.592295579384466,77.08871394930131,0.475,0,-1.0,-1
210,20.231961655085172,78.76326321367338,0.5458333333333333,0,-1.0,-1
211,19.840178124555628,77.69233997675862,0.5986111111111111,0,-1.0,-1
212,21.31296191931951,79.00203133966994,0.47638888888888886,0,-1.0,-1
213,20.78401869075595,74.99674371756869,0.49583333333333335,0,-1.0,-1
214,20.376745924890756,73.9750450818949,0.5055555555555555,0,-1.0,-1
215,21.844052482871955,75.21224707226261,0.46805555555555556,0,-1.0,-1
216,21.43331695203848,74.18364219474783,0.45694444444444443,0,-1.0,-1
217,20.1214279357005,75.81449929345638,0.5513888888888889,0,-1.0,-1
218,19.719513397341153,74.78340930078066,0.5625,0,-1.0,-1
219,21.189391294909182,76.03473488549787,0.48333333333333334,0,-1.0,-1
220,15.86799994155532,77.83119889031225,0.4791666666666667,0,-1.0,-1
221,15.490763666708192,76.78750570735818,0.44583333333333336,0,-1.0,-1
222,16.96333632079365,78.06081516412397,0.5902777777777778,0,-1.0,-1
223,16.58176646850242,77.01038762924986,0.5541666666666667,0,-1.0,-1
224,15.142904627234321,78.65554179807259,0.4111111111111111,0,-1.0,-1
225,14.771171051461858,77.60380680431419,0.39166666666666666,0,-1.0,-1
226,16.244039727550003,78.8896328456214,0.5236111111111111,0,-1.0,-1
227,15.815645629351804,74.95528353409914,0.48194444444444445,0,-1.0,-1
228,15.432089205690858,73.95123047397267,0.4305555555555556,0,-1.0,-1
229,16.8956006997147,75.16688102636158,0.5638888888888889,0,-1.0,-1
230,16.50679339211586,74.15615365390539,0.5236111111111111,0,-1.0,-1
231,15.112832676307528,75.75892543756892,0.4222222222222222,0,-1.0,-1
232,14.734691943904016,74.7457805896767,0.38333333333333336,0,-1.0,-1
233,16.19903420008207,75.97509830768682,0.5180555555555556,0,-1.0,-1
234,18.43959441768215,79.36465027650665,0.7027777777777777,0,-1.0,-1
235,18.0563321440009,78.29268093453184,0.6847222222222222,0,-1.0,-1
236,19.532311493362155,79.60562686887658,0.6041666666666666,0,-1.0,-1
237,19.146148968544352,78.526821713888,0.6388888888888888,0,-1.0,-1
238,17.720888647229255,80.20548552577905,0.6583333333333333,0,-1.0,-1
239,17.343222039792042,79.12599399853653,0.6083333333333333,0,-1.0,-1
240,18.820122632995208,80.45092348476689,0.6541666666666667,0,-1.0,-1
241,13.299764717501668,79.24685917536591,0.3125,0,-1.0,-1
242,12.938240287445923,78.19407082090488,0.32222222222222224,0,-1.0,-1
243,14.406926829026611,79.4830958456658,0.3527777777777778,0,-1.0,-1
244,14.040681803348456,78.42369601130733,0.3333333333333333,0,-1.0,-1
245,12.54893142022546,80.07297422764783,0.2833333333333333,0,-1.0,-1
246,12.192817600888596,79.01286206149625,0.28888888888888886,0,-1.0,-1
247,15.513421066359413,79.72159623037473,0.44583333333333336,0,-1.0,-1
248,16.990451815161453,81.04897970118847,0.575,0,-1.0,-1
249,16.618366585010293,79.96238463884661,0.5444444444444444,0,-1.0,-1
250,11.43796739380226,79.83467166574837,0.26805555555555555,0,-1.0,-1
